perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_13677	Giardini di Seta	Salvatore Ferragamo	2021.0		Emilie Bevierre-Coppermann,Aliénor Massenet,Symrise	{'Synthetic': '8', 'Sweet': '15', 'Fruity': '30', 'Fresh': '21', 'Floral': '25'}	{'Masculine': '3', 'Feminine': '29', 'Classic': '3', 'Modern': '15'}	{'Fall': '5', 'Summer': '27', 'Spring': '26'}	{'Daily': '25', 'Sport': '6', 'Leisure': '25', 'Night Out': '9', 'Business': '15', 'Evening': '7'}	Red fruits, Rhubarb	Cherry blossom	White musk, Madagascan vetiver		https://media.parfumo.com/perfume_social/e0/e02b81-giardini-di-seta-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/giardini-di-seta
P_13679	Paris Premières Roses 2013	Yves Saint Laurent	2013.0			{'Sweet': '5', 'Woody': '2', 'Fruity': '3', 'Fresh': '7', 'Floral': '7'}	{'Feminine': '6', 'Classic': '4', 'Modern': '5'}	{'Fall': '2', 'Summer': '6', 'Spring': '6'}	{'Daily': '6', 'Sport': '1', 'Leisure': '6', 'Night Out': '2', 'Business': '5', 'Evening': '1'}	Rose	Rose	Rose		https://media.parfumo.com/perfume_social/55/553bec-paris-premieres-roses-2013-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Paris_Premieres_Roses_2013
P_13680	Velvet Fantasy	Montale	2020.0			{'Synthetic': '18', 'Sweet': '29', 'Powdery': '6', 'Woody': '7', 'Fruity': '25', 'Creamy': '11', 'Floral': '21'}	{'Masculine': '5', 'Feminine': '32', 'Classic': '5', 'Modern': '17'}	{'Winter': '20', 'Fall': '26', 'Summer': '16', 'Spring': '28'}	{'Daily': '20', 'Leisure': '26', 'Night Out': '22', 'Business': '10', 'Evening': '19'}	Fruits, Citrus fruits	Rose, Violet	Amber, Frankincense, White musk		https://media.parfumo.com/perfume_social/37/375ad0-velvet-fantasy-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/velvet-fantasy
P_13681	Ferragamo	Salvatore Ferragamo	2020.0		Antoine Maisondieu	{'Citrus': '7', 'Spicy': '6', 'Synthetic': '8', 'Sweet': '5', 'Leathery': '6', 'Woody': '7', 'Gourmand': '3', 'Fruity': '4', 'Fresh': '11', 'Earthy': '3'}	{'Masculine': '13', 'Feminine': '1', 'Classic': '3', 'Modern': '6'}	{'Winter': '4', 'Fall': '9', 'Summer': '12', 'Spring': '14'}	{'Daily': '10', 'Sport': '3', 'Leisure': '11', 'Night Out': '5', 'Business': '7', 'Evening': '6'}	Bergamot, Lemon, Sage	Leather, Violet, Violet leaf absolute, Cedarwood	Vetiver, Oakmoss, Musk		https://media.parfumo.com/perfume_social/ed/edc283-ferragamo-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/ferragamo
P_13683	Rive Gauche pour Homme	Yves Saint Laurent	2004.0	Eau de Toilette Light		{'Citrus': '3', 'Spicy': '4', 'Sweet': '3', 'Powdery': '3', 'Woody': '2', 'Green': '3', 'Fruity': '2', 'Fresh': '6', 'Fougère': '4', 'Floral': '5'}	{'Masculine': '7', 'Feminine': '3', 'Classic': '3', 'Modern': '3'}	{'Winter': '1', 'Fall': '3', 'Summer': '7', 'Spring': '7'}	{'Daily': '7', 'Sport': '1', 'Leisure': '5', 'Night Out': '2', 'Business': '4', 'Evening': '3'}	Bergamot, Mint, Star anise	Geranium, Lavender, Patchouli	Gaiac wood, Vetiver		https://media.parfumo.com/perfume_social/22/22c713-rive-gauche-pour-homme-eau-de-toilette-light-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Rive_Gauche_pour_Homme_Light
P_13685	Emozione Dolce Fiore	Salvatore Ferragamo	2016.0	Eau de Toilette	Amandine Clerc-Marie,Alberto Morillas	{'Sweet': '14', 'Powdery': '17', 'Fruity': '14', 'Fresh': '17', 'Creamy': '12', 'Floral': '27'}	{'Feminine': '25', 'Classic': '8', 'Modern': '11'}	{'Winter': '6', 'Fall': '16', 'Summer': '19', 'Spring': '24'}	{'Daily': '25', 'Leisure': '21', 'Night Out': '10', 'Business': '19', 'Evening': '8'}	Grapefruit, White peach, Bergamot	Peony, Damask rose, Solar note	White musk, Vanilla, Suede		https://media.parfumo.com/perfume_social/1d/1d9122-emozione-dolce-fiore-eau-de-toilette-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/Emozione_Dolce_Fiore_Eau_de_Toilette
P_13687	Paris Roses des Vergers	Yves Saint Laurent	2006.0		Laurent Bruyère,Sophia Grojsman,Dominique Ropion	{'Citrus': '3', 'Sweet': '3', 'Powdery': '7', 'Woody': '4', 'Green': '6', 'Fruity': '3', 'Fresh': '9', 'Floral': '10'}	{'Masculine': '1', 'Feminine': '9', 'Classic': '6', 'Modern': '5'}	{'Winter': '1', 'Fall': '1', 'Summer': '10', 'Spring': '10'}	{'Daily': '10', 'Leisure': '9', 'Night Out': '2', 'Business': '9', 'Evening': '3'}	Cherry blossom, Blackcurrant leaf, Cyclamen	Pear blossom, Rose, Wild rose	Musk, Sandalwood, Cordia		https://media.parfumo.com/perfume_social/74/742a81-paris-roses-des-vergers-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Paris_Roses_des_Vergers_Springtime
P_13688	Aoud Ever	Montale	2012.0			{'Citrus': '40', 'Spicy': '31', 'Synthetic': '10', 'Sweet': '10', 'Oriental': '20', 'Leathery': '11', 'Woody': '36', 'Resinous': '14', 'Fresh': '20', 'Earthy': '12'}	{'Masculine': '43', 'Feminine': '27', 'Classic': '19', 'Modern': '11'}	{'Winter': '24', 'Fall': '36', 'Summer': '24', 'Spring': '34'}	{'Daily': '25', 'Leisure': '29', 'Night Out': '28', 'Business': '20', 'Evening': '31'}	Lemon grass, Oud, Saffron, Bergamot, Lavender, Black pepper	Lemon grass, Oud, Saffron, Bergamot, Lavender, Black pepper	Lemon grass, Oud, Saffron, Bergamot, Lavender, Black pepper		https://media.parfumo.com/perfume_social/98/985318-aoud-ever-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Aoud_Ever
P_13689	Vendemmia	Salvatore Ferragamo	2013.0	Eau de Toilette	Fabrice Pellegrin	{'Citrus': '6', 'Spicy': '5', 'Sweet': '7', 'Woody': '16', 'Green': '11', 'Fruity': '18', 'Fresh': '15', 'Floral': '8'}	{'Masculine': '18', 'Feminine': '17', 'Classic': '10', 'Modern': '11'}	{'Winter': '8', 'Fall': '11', 'Summer': '16', 'Spring': '20'}	{'Daily': '15', 'Leisure': '17', 'Night Out': '11', 'Business': '18', 'Evening': '10'}	Citron, Wild peach, Italian bergamot	Fig, Jasmine, Italian mandarin orange	Ambrox, Tonka bean, Sandalwood		https://media.parfumo.com/perfume_social/e1/e1693d-tuscan-soul-vendemmia-eau-de-toilette-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/vendemmia-eau-de-toilette
P_13691	L'Homme Eau d'Été 2008	Yves Saint Laurent	2008.0			{'Citrus': '7', 'Spicy': '3', 'Synthetic': '2', 'Sweet': '6', 'Woody': '2', 'Green': '2', 'Fruity': '7', 'Fresh': '8', 'Floral': '4', 'Aquatic': '3'}	{'Masculine': '9', 'Classic': '6', 'Modern': '8'}	{'Fall': '4', 'Summer': '8', 'Spring': '8'}	{'Daily': '7', 'Sport': '6', 'Leisure': '8', 'Night Out': '5', 'Business': '8', 'Evening': '6'}	Basil, Grapefruit, Lavender, Patchouli, Tonka bean, Violet, White pepper	Basil, Grapefruit, Lavender, Patchouli, Tonka bean, Violet, White pepper	Basil, Grapefruit, Lavender, Patchouli, Tonka bean, Violet, White pepper		https://media.parfumo.com/perfume_social/60/608f88-l-homme-eau-d-ete-2008-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/L_Homme_Eau_d_Ete_2008
P_13692	Beast Love	Montale	2024.0			{'Synthetic': '19', 'Sweet': '27', 'Leathery': '21', 'Fruity': '31', 'Floral': '17'}	{'Masculine': '21', 'Feminine': '30', 'Classic': '5', 'Modern': '17'}	{'Winter': '18', 'Fall': '25', 'Summer': '14', 'Spring': '21'}	{'Daily': '15', 'Leisure': '19', 'Night Out': '21', 'Business': '12', 'Evening': '16'}	Pear, Plum, Sicilian bergamot	Turkish rose, Haitian vetiver, White cedar, Black leather	Musk, Brazilian tonka bean, Vanilla, Amber		https://media.parfumo.com/perfume_social/1b/1bfc40-beast-love-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/beast-love
P_13695	Eau Libre	Yves Saint Laurent	1975.0		Michel Hy	{'Citrus': '10', 'Spicy': '6', 'Woody': '4', 'Green': '10', 'Fresh': '10', 'Chypre': '8'}	{'Masculine': '11', 'Feminine': '9', 'Classic': '8', 'Modern': '6'}	{'Fall': '3', 'Summer': '10', 'Spring': '11'}	{'Daily': '9', 'Sport': '4', 'Leisure': '10', 'Business': '7'}	Citrus notes	Green notes	Woody notes		https://media.parfumo.com/perfume_social/bc/bcbb66-eau-libre-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Eau_Libre
P_13696	Fougères Marines	Montale				{'Citrus': '9', 'Spicy': '14', 'Synthetic': '8', 'Sweet': '8', 'Woody': '10', 'Green': '18', 'Fresh': '36', 'Fougère': '31', 'Floral': '9', 'Aquatic': '29'}	{'Masculine': '37', 'Feminine': '11', 'Classic': '17', 'Modern': '10'}	{'Winter': '13', 'Fall': '23', 'Summer': '36', 'Spring': '35'}	{'Daily': '29', 'Sport': '13', 'Leisure': '31', 'Night Out': '18', 'Business': '30', 'Evening': '14'}	Lavender, Seawater, Geranium, Musk, Oakmoss, Patchouli	Lavender, Seawater, Geranium, Musk, Oakmoss, Patchouli	Lavender, Seawater, Geranium, Musk, Oakmoss, Patchouli		https://media.parfumo.com/perfume_social/eb/eb3325-fougeres-marines-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Fougeres_Marines
P_13697	Foreste di Seta	Salvatore Ferragamo	2023.0		Aliénor Massenet,Emilie Bevierre-Coppermann	{'Spicy': '14', 'Woody': '19', 'Green': '19', 'Fresh': '15', 'Creamy': '9'}	{'Masculine': '17', 'Feminine': '15', 'Classic': '4', 'Modern': '7'}	{'Winter': '4', 'Fall': '11', 'Summer': '14', 'Spring': '19'}	{'Daily': '17', 'Sport': '4', 'Leisure': '16', 'Business': '15', 'Evening': '5'}	Clary sage	Walnut, Silk	Madagascan vetiver		https://media.parfumo.com/perfume_social/3b/3b37f9-foreste-di-seta-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/foreste-di-seta
P_13699	Aoud Night	Montale	2014.0			{'Spicy': '18', 'Sweet': '10', 'Smoky': '20', 'Oriental': '35', 'Leathery': '24', 'Woody': '29', 'Resinous': '10', 'Floral': '21', 'Animal': '11'}	{'Masculine': '35', 'Feminine': '31', 'Classic': '16', 'Modern': '7'}	{'Winter': '37', 'Fall': '36', 'Summer': '8', 'Spring': '14'}	{'Daily': '7', 'Leisure': '20', 'Night Out': '36', 'Business': '9', 'Evening': '37'}	Malayan oud, Rose, Leather, Mysore sandalwood, Gaiac wood, Patchouli, Amber	Malayan oud, Rose, Leather, Mysore sandalwood, Gaiac wood, Patchouli, Amber	Malayan oud, Rose, Leather, Mysore sandalwood, Gaiac wood, Patchouli, Amber		https://media.parfumo.com/perfume_social/5e/5ea978-aoud-night-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Aoud_Night
P_13700	Kouros Eau d'Été 2005	Yves Saint Laurent	2005.0			{'Citrus': '9', 'Spicy': '10', 'Woody': '4', 'Fresh': '11', 'Floral': '9', 'Animal': '10'}	{'Masculine': '12', 'Classic': '7', 'Modern': '5'}	{'Winter': '2', 'Fall': '6', 'Summer': '13', 'Spring': '13'}	{'Daily': '8', 'Sport': '5', 'Leisure': '13', 'Night Out': '6', 'Business': '6', 'Evening': '6'}	Faassen's Catnip, Artemisia, Bergamot	Jasmine, Rosemary	Ambergris, Cedar, Frankincense		https://media.parfumo.com/perfume_social/00/00f4af-kouros-eau-d-ete-2005-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Kouros_Eau_d_Ete_2005
P_13701	Signorina In Fiore	Salvatore Ferragamo	2017.0	Eau de Toilette	Emilie Bevierre-Coppermann	{'Sweet': '17', 'Powdery': '5', 'Woody': '3', 'Fruity': '16', 'Fresh': '3', 'Creamy': '7', 'Floral': '15'}	{'Feminine': '17', 'Classic': '6', 'Modern': '12'}	{'Winter': '3', 'Fall': '10', 'Summer': '14', 'Spring': '16'}	{'Daily': '13', 'Leisure': '12', 'Night Out': '2', 'Business': '10', 'Evening': '2'}	Nashi pear sorbet, Pomegranate	Jasmine, Cherry blossom	White musk, Sandalwood		https://media.parfumo.com/perfume_social/bd/bdef5c-signorina-in-fiore-eau-de-toilette-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/signorina-in-fiore-eau-de-toilette
P_13703	Amber & Spices	Montale	2009.0			{'Spicy': '36', 'Synthetic': '11', 'Sweet': '10', 'Smoky': '10', 'Oriental': '28', 'Woody': '33', 'Resinous': '18', 'Floral': '20'}	{'Masculine': '37', 'Feminine': '26', 'Classic': '21', 'Modern': '14'}	{'Winter': '35', 'Fall': '35', 'Summer': '5', 'Spring': '15'}	{'Daily': '13', 'Leisure': '25', 'Night Out': '33', 'Business': '11', 'Evening': '34'}	Indonesian nutmeg, Oud, Amber, Ebony, Indian sandalwood, Moroccan rose, Egyptian cumin	Indonesian nutmeg, Oud, Amber, Ebony, Indian sandalwood, Moroccan rose, Egyptian cumin	Indonesian nutmeg, Oud, Amber, Ebony, Indian sandalwood, Moroccan rose, Egyptian cumin		https://media.parfumo.com/perfume_social/71/7180e4-amber-spices-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Amber_Spices
P_13705	Amo Ferragamo Flowerful	Salvatore Ferragamo	2019.0		Marie Salamagne	{'Synthetic': '5', 'Sweet': '18', 'Powdery': '4', 'Woody': '5', 'Fruity': '15', 'Fresh': '6', 'Floral': '17'}	{'Masculine': '2', 'Feminine': '18', 'Classic': '5', 'Modern': '13'}	{'Winter': '5', 'Fall': '7', 'Summer': '16', 'Spring': '17'}	{'Daily': '12', 'Leisure': '17', 'Night Out': '7', 'Business': '12', 'Evening': '7'}	Campari, Yuzu blossom, Blackcurrant	Pink peony, Ume blossom, Jasmine	Blond woods, Musk, Vanilla orchid		https://media.parfumo.com/perfume_social/2c/2cd6d3-amo-ferragamo-flowerful-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/Amo_Ferragamo_Flowerful
P_13707	Oudyssee	Montale	2023.0			{'Citrus': '23', 'Spicy': '22', 'Oriental': '11', 'Woody': '16', 'Fresh': '25', 'Aquatic': '7'}	{'Masculine': '26', 'Feminine': '5', 'Classic': '10', 'Modern': '14'}	{'Winter': '9', 'Fall': '22', 'Summer': '22', 'Spring': '27'}	{'Daily': '20', 'Sport': '6', 'Leisure': '20', 'Night Out': '16', 'Business': '15', 'Evening': '15'}	Bergamot, Pink pepper, Black pepper, Ginger, Lemon, Oud, Amber, Ambergris, Brazilian maté absolute, Lavender, Musk	Bergamot, Pink pepper, Black pepper, Ginger, Lemon, Oud, Amber, Ambergris, Brazilian maté absolute, Lavender, Musk	Bergamot, Pink pepper, Black pepper, Ginger, Lemon, Oud, Amber, Ambergris, Brazilian maté absolute, Lavender, Musk		https://media.parfumo.com/perfume_social/68/68a7aa-oudyssee-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/oudyssee
P_13708	Kouros Eau de Toilette Tonique 2007 - Tattoo Collector	Yves Saint Laurent	2007.0		Nathalie Feisthauer	{'Citrus': '8', 'Spicy': '10', 'Smoky': '3', 'Woody': '9', 'Green': '4', 'Fresh': '10', 'Animal': '5'}	{'Masculine': '11', 'Feminine': '2', 'Classic': '6', 'Modern': '4'}	{'Fall': '7', 'Summer': '10', 'Spring': '8'}	{'Daily': '10', 'Sport': '6', 'Leisure': '10', 'Night Out': '4', 'Business': '7', 'Evening': '4'}	Mandarin orange, Cedar, Musk, Bergamot, Frankincense, Neroli	Mandarin orange, Cedar, Musk, Bergamot, Frankincense, Neroli	Mandarin orange, Cedar, Musk, Bergamot, Frankincense, Neroli		https://media.parfumo.com/perfume_social/5e/5ed673-kouros-eau-de-toilette-tonique-2007-tattoo-collector-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Kouros_Eau_de_Toilette_Tonique_2007
P_13709	F by Ferragamo pour Homme Free Time	Salvatore Ferragamo	2011.0		Olivier Polge	{'Citrus': '13', 'Spicy': '6', 'Woody': '8', 'Green': '3', 'Fresh': '19', 'Aquatic': '15'}	{'Masculine': '18', 'Feminine': '3', 'Classic': '3', 'Modern': '11'}	{'Winter': '2', 'Fall': '5', 'Summer': '16', 'Spring': '16'}	{'Daily': '13', 'Sport': '10', 'Leisure': '17', 'Night Out': '3', 'Business': '7'}	Pink pepper, Lemon	Marine notes, Ginger, Cardamom	Musk, Cedarwood, Vetiver		https://media.parfumo.com/perfume_social/06/06c6f3-f-by-ferragamo-pour-homme-free-time-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo_pour_Homme_Free_Time
P_13710	White Peach Mango - Feel Bright	Victoria S Secret	2025.0			{'Synthetic': '1', 'Sweet': '1', 'Fruity': '1', 'Fresh': '1'}	{'Feminine': '1', 'Modern': '1'}	{'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Sport': '1', 'Leisure': '1'}	Mango, White peach	Mango, White peach	Mango, White peach		https://media.parfumo.com/perfume_social/96/966467_white-peach-mango-feel-bright-victoria-s-secret_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Victoria_s_Secret/white-peach-mango-feel-bright
P_13711	In Love Again Fleur de la Passion	Yves Saint Laurent	2005.0		Jean-Claude Ellena	{'Citrus': '2', 'Spicy': '2', 'Sweet': '5', 'Woody': '4', 'Green': '2', 'Fruity': '5', 'Fresh': '4', 'Floral': '7'}	{'Feminine': '7', 'Classic': '4', 'Modern': '5'}	{'Winter': '1', 'Fall': '2', 'Summer': '6', 'Spring': '7'}	{'Daily': '5', 'Sport': '1', 'Leisure': '7', 'Night Out': '2', 'Business': '3', 'Evening': '5'}	Blackcurrant, Cassia, Fruity notes, Grapefruit, Magnolia, Musk, Passion flower, Peony, Raspberry, Rose, Sandalwood, Star anise, Vanilla	Blackcurrant, Cassia, Fruity notes, Grapefruit, Magnolia, Musk, Passion flower, Peony, Raspberry, Rose, Sandalwood, Star anise, Vanilla	Blackcurrant, Cassia, Fruity notes, Grapefruit, Magnolia, Musk, Passion flower, Peony, Raspberry, Rose, Sandalwood, Star anise, Vanilla		https://media.parfumo.com/perfume_social/56/56bbcd-in-love-again-fleur-de-la-passion-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/In_Love_Again_Fleur_de_la_Passion
P_13712	Boisé Vanillé	Montale				{'Spicy': '36', 'Sweet': '24', 'Smoky': '11', 'Oriental': '25', 'Woody': '38', 'Resinous': '11', 'Gourmand': '14', 'Earthy': '13', 'Floral': '22'}	{'Masculine': '41', 'Feminine': '41', 'Classic': '23', 'Modern': '11'}	{'Winter': '45', 'Fall': '47', 'Summer': '11', 'Spring': '25'}	{'Daily': '21', 'Leisure': '22', 'Night Out': '36', 'Business': '19', 'Evening': '32'}	Pimento, Lavender, Bergamot, Lemon	Bourbon geranium, Italian iris	Tonka bean, Patchouli		https://media.parfumo.com/perfume_social/39/394d85-boise-vanille-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Boise_Vanille
P_13713	Incanto Shine	Salvatore Ferragamo	2007.0	Eau de Toilette	Karine Dubreuil-Sereni	{'Citrus': '4', 'Synthetic': '9', 'Sweet': '7', 'Fruity': '15', 'Fresh': '8', 'Floral': '9'}	{'Feminine': '15', 'Classic': '3', 'Modern': '10'}	{'Summer': '14', 'Spring': '13'}	{'Daily': '12', 'Sport': '4', 'Leisure': '12', 'Night Out': '3', 'Business': '4', 'Evening': '2'}	Passion fruit, Pineapple	Freesia, Peach	Cedarwood, Amber		https://media.parfumo.com/perfume_social/40/40349e-incanto-shine-eau-de-toilette-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/incanto-shine-eau-de-toilette
P_13715	Paris	Yves Saint Laurent	1989.0	Fleur de Parfum	Sophia Grojsman	{'Citrus': '2', 'Spicy': '4', 'Sweet': '5', 'Powdery': '5', 'Oriental': '3', 'Leathery': '2', 'Woody': '5', 'Green': '3', 'Fruity': '4', 'Creamy': '3', 'Chypre': '2', 'Floral': '6'}	{'Masculine': '1', 'Feminine': '7', 'Classic': '3', 'Modern': '3'}	{'Winter': '4', 'Fall': '5', 'Summer': '1', 'Spring': '5'}	{'Daily': '1', 'Leisure': '5', 'Night Out': '4', 'Evening': '5'}	Green notes, Bergamot, Cassia, Geranium, Hawthorn, Hyacinth, Mimosa, Orange blossom, Indian cress	Rose, Violet, Jasmine, Lily, Lily of the valley, Orris root, Lime blossom, Ylang-ylang	Musk, Cedarwood, Heliotrope, Iris, Sandalwood, Amber, Oakmoss		https://media.parfumo.com/perfume_social/3d/3d6f09-paris-fleur-de-parfum-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Paris_Fleur_de_Parfum
P_13716	So Amber	Montale	2016.0			{'Spicy': '19', 'Synthetic': '9', 'Sweet': '29', 'Oriental': '10', 'Woody': '14', 'Fruity': '24', 'Floral': '33'}	{'Masculine': '20', 'Feminine': '36', 'Classic': '17', 'Modern': '19'}	{'Winter': '23', 'Fall': '31', 'Summer': '14', 'Spring': '27'}	{'Daily': '21', 'Leisure': '29', 'Night Out': '28', 'Business': '22', 'Evening': '30'}	Moroccan rose, White musk, Ambergris, Persian saffron, Raspberry, Sandalwood, Vanilla	Moroccan rose, White musk, Ambergris, Persian saffron, Raspberry, Sandalwood, Vanilla	Moroccan rose, White musk, Ambergris, Persian saffron, Raspberry, Sandalwood, Vanilla		https://media.parfumo.com/perfume_social/f7/f7c09d-so-amber-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/So_Amber
P_13720	Paris Premières Roses 2012	Yves Saint Laurent	2012.0			{'Citrus': '2', 'Sweet': '6', 'Powdery': '3', 'Green': '2', 'Fruity': '5', 'Fresh': '8', 'Floral': '9'}	{'Feminine': '8', 'Classic': '5', 'Modern': '8'}	{'Fall': '2', 'Summer': '8', 'Spring': '9'}	{'Daily': '7', 'Leisure': '8', 'Night Out': '5', 'Business': '4', 'Evening': '3'}	Orange blossom, Violet, Wild rose	Lily of the valley, May rose, Peony	Sandalwood, White musk		https://media.parfumo.com/perfume_social/bd/bdcf56-paris-premieres-roses-2012-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Paris_Premieres_Roses_2012
P_13722	Fantastic Basilic	Montale	2022.0			{'Spicy': '21', 'Synthetic': '11', 'Green': '31', 'Fruity': '7', 'Fresh': '25', 'Floral': '18'}	{'Masculine': '30', 'Feminine': '27', 'Classic': '14', 'Modern': '20'}	{'Winter': '6', 'Fall': '11', 'Summer': '32', 'Spring': '30'}	{'Daily': '24', 'Sport': '11', 'Leisure': '29', 'Night Out': '7', 'Business': '16', 'Evening': '5'}	Indian black pepper, Pear, Basil blossom, Kumquat	Basil, Egyptian tuberose, Frangipani	Musk, Benzoin, Haitian vetiver, Tonka bean		https://media.parfumo.com/perfume_social/bf/bfbe8c-fantastic-basilic-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/fantastic-basilic
P_13723	White Mimosa	Salvatore Ferragamo	2014.0			{'Sweet': '11', 'Powdery': '14', 'Oriental': '9', 'Woody': '5', 'Fruity': '4', 'Creamy': '4', 'Floral': '14'}	{'Masculine': '6', 'Feminine': '20', 'Classic': '9', 'Modern': '6'}	{'Winter': '10', 'Fall': '16', 'Summer': '6', 'Spring': '9'}	{'Daily': '12', 'Leisure': '12', 'Night Out': '12', 'Business': '9', 'Evening': '15'}	Ambrette, Mandarin orange	Heliotrope, White mimosa	Vanilla, Iris, Chypre accord		https://media.parfumo.com/perfume_social/e2/e2cedc-tuscan-scent-white-mimosa-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/white-mimosa
P_13724	Parisienne L'Essentiel	Yves Saint Laurent	2011.0			{'Sweet': '3', 'Powdery': '2', 'Leathery': '2', 'Gourmand': '2', 'Fruity': '1', 'Floral': '3'}	{'Feminine': '5', 'Classic': '2', 'Modern': '2'}	{'Winter': '5', 'Fall': '5', 'Summer': '2', 'Spring': '5'}	{'Daily': '2', 'Leisure': '5', 'Night Out': '5', 'Business': '1', 'Evening': '5'}	Blackberry, Vinyl	Iris, Jasmine, Rose	Leather, Musk, Tonka bean		https://media.parfumo.com/perfume_social/82/823580-parisienne-l-essentiel-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Parisienne_L_Essentiel
P_13726	Aoud Queen Roses	Montale				{'Spicy': '24', 'Sweet': '11', 'Smoky': '11', 'Oriental': '33', 'Leathery': '16', 'Woody': '36', 'Resinous': '10', 'Earthy': '11', 'Floral': '47', 'Animal': '10'}	{'Masculine': '30', 'Feminine': '49', 'Classic': '27', 'Modern': '13'}	{'Winter': '44', 'Fall': '48', 'Summer': '13', 'Spring': '28'}	{'Daily': '19', 'Leisure': '24', 'Night Out': '42', 'Business': '11', 'Evening': '42'}	Oud, Rose, Leather, Patchouli, Hibiscus	Oud, Rose, Leather, Patchouli, Hibiscus	Oud, Rose, Leather, Patchouli, Hibiscus		https://media.parfumo.com/perfume_social/85/857930-aoud-queen-roses-montale_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Montale/Oud_Queen_Roses
P_13727	Incanto	Salvatore Ferragamo	2003.0		Laurent Bruyère	{'Synthetic': '4', 'Sweet': '8', 'Woody': '4', 'Fruity': '12', 'Fresh': '6', 'Floral': '17'}	{'Feminine': '17', 'Classic': '6', 'Modern': '8'}	{'Winter': '4', 'Fall': '7', 'Summer': '13', 'Spring': '15'}	{'Daily': '15', 'Leisure': '14', 'Night Out': '4', 'Business': '9', 'Evening': '6'}	Peach, Plum, Pimento	Jasmine, Peony, Lily	Sandalwood, Musk, Amber		https://media.parfumo.com/perfume_social/e6/e630ce-incanto-salvatore-ferragamo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/Incanto
